25,15,44
1,1,10
2,2,50
3,1,30
3,9,50
4,2,100
4,3,70
5,2,10
5,4,50
6,2,100
6,6,100
7,9,10
7,10,50
8,9,70
9,9,50
9,10,100
10,3,50
10,12,70
11,12,10
12,3,70
12,12,50
13,3,50
14,4,100
14,13,50
15,5,30
16,5,50
17,13,70
18,7,70
18,8,30
19,6,50
19,7,30
19,8,30
20,6,50
20,7,70
20,8,10
21,6,10
21,8,30
22,11,50
22,14,30
22,15,100
23,11,30
23,15,100
24,14,100
24,15,50
25,15,100
1,1,10
1,2,20
1,3,30
1,4,40
1,5,50
1,6,60
1,7,70
1,8,80
2,1,10
2,2,10
2,3,10
2,4,10
2,5,10
2,6,10
2,7,10
2,8,10
3,1,10
3,2,20
3,3,30
3,4,40
3,5,50
3,6,60
3,7,70
3,8,80
4,1,10
4,2,10
4,3,10
4,4,10
4,5,10
4,6,10
4,7,10
4,8,10
5,1,10
5,2,20
5,3,30
5,4,40
5,5,50
5,6,60
5,7,70
5,8,80
6,1,10
6,2,20
6,3,30
6,4,40
6,5,50
6,6,60
6,7,70
6,8,80
7,1,10
7,2,20
7,3,30
7,4,40
7,5,50
7,6,60
7,7,70
7,8,80
8,1,10
8,2,10
8,3,10
8,4,10
8,5,10
8,6,10
8,7,10
8,8,10
9,1,10
9,2,10
9,3,10
9,4,10
9,5,10
9,6,10
9,7,10
9,8,10
10,1,10
10,2,10
10,3,10
10,4,10
10,5,10
10,6,10
10,7,10
10,8,10
11,1,10
11,2,10
11,3,10
11,4,10
11,5,10
11,6,10
11,7,10
11,8,10
12,1,80
12,2,70
12,3,60
12,4,50
12,5,40
12,6,30
12,7,20
12,8,10
13,1,10
13,2,20
13,3,30
13,4,40
13,5,50
13,6,60
13,7,70
13,8,80
14,1,10
14,2,20
14,3,30
14,4,40
14,5,50
14,6,60
14,7,70
14,8,80
15,1,10
15,2,20
15,3,30
15,4,40
15,5,50
15,6,60
15,7,70
15,8,80
16,1,10
16,2,20
16,3,30
16,4,40
16,5,50
16,6,60
16,7,70
16,8,80
17,1,10
17,2,10
17,3,10
17,4,10
17,5,10
17,6,10
17,7,10
17,8,10
18,1,10
18,2,20
18,3,30
18,4,40
18,5,50
18,6,60
18,7,70
18,8,80
19,1,10
19,2,10
19,3,10
19,4,10
19,5,10
19,6,10
19,7,10
19,8,10
20,1,10
20,2,20
20,3,30
20,4,40
20,5,50
20,6,60
20,7,70
20,8,80
21,1,10
21,2,10
21,3,10
21,4,10
21,5,10
21,6,10
21,7,10
21,8,10
22,1,10
22,2,20
22,3,30
22,4,40
22,5,50
22,6,60
22,7,70
22,8,80
23,1,10
23,2,20
23,3,30
23,4,40
23,5,50
23,6,60
23,7,70
23,8,80
24,1,10
24,2,20
24,3,30
24,4,40
24,5,50
24,6,60
24,7,70
24,8,80
25,1,10
25,2,20
25,3,30
25,4,40
25,5,50
25,6,60
25,7,70
25,8,80
