40,21,61
1,1,10
2,2,30
2,15,100
3,1,50
3,15,50
4,2,50
4,3,50
5,2,10
5,10,100
6,2,50
6,13,50
7,16,100
8,16,10
8,19,100
9,16,10
9,19,70
10,3,30
10,4,70
11,6,50
12,8,70
12,9,70
13,8,50
13,9,30
14,11,70
14,12,10
15,10,50
15,11,50
15,12,100
16,10,30
16,12,10
17,10,30
17,11,70
17,12,100
18,13,70
18,14,50
19,14,50
21,13,10
21,14,70
22,18,50
23,17,70
23,18,30
24,17,10
24,18,100
25,17,70
25,18,70
26,20,50
27,20,100
28,20,10
28,21,100
29,20,100
29,21,10
34,4,50
34,5,100
35,5,70
36,5,70
37,4,100
38,4,30
38,5,100
39,7,30
40,6,10
40,7,30
1,1,10
1,2,10
1,3,10
1,4,10
1,5,10
1,6,10
1,7,10
1,8,10
2,1,10
2,2,20
2,3,30
2,4,40
2,5,50
2,6,60
2,7,70
2,8,80
3,1,80
3,2,70
3,3,60
3,4,50
3,5,40
3,6,30
3,7,20
3,8,10
4,1,10
4,2,10
4,3,10
4,4,10
4,5,10
4,6,10
4,7,10
4,8,10
5,1,10
5,2,20
5,3,30
5,4,40
5,5,50
5,6,60
5,7,70
5,8,80
6,1,80
6,2,70
6,3,60
6,4,50
6,5,40
6,6,30
6,7,20
6,8,10
7,1,10
7,2,10
7,3,10
7,4,10
7,5,10
7,6,10
7,7,10
7,8,10
8,1,10
8,2,20
8,3,30
8,4,40
8,5,50
8,6,60
8,7,70
8,8,80
9,1,10
9,2,10
9,3,10
9,4,10
9,5,10
9,6,10
9,7,10
9,8,10
10,1,10
10,2,10
10,3,10
10,4,10
10,5,10
10,6,10
10,7,10
10,8,10
11,1,80
11,2,70
11,3,60
11,4,50
11,5,40
11,6,30
11,7,20
11,8,10
12,1,80
12,2,70
12,3,60
12,4,50
12,5,40
12,6,30
12,7,20
12,8,10
13,1,10
13,2,10
13,3,10
13,4,10
13,5,10
13,6,10
13,7,10
13,8,10
14,1,80
14,2,70
14,3,60
14,4,50
14,5,40
14,6,30
14,7,20
14,8,10
15,1,80
15,2,70
15,3,60
15,4,50
15,5,40
15,6,30
15,7,20
15,8,10
16,1,80
16,2,70
16,3,60
16,4,50
16,5,40
16,6,30
16,7,20
16,8,10
17,1,10
17,2,10
17,3,10
17,4,10
17,5,10
17,6,10
17,7,10
17,8,10
18,1,10
18,2,20
18,3,30
18,4,40
18,5,50
18,6,60
18,7,70
18,8,80
19,1,80
19,2,70
19,3,60
19,4,50
19,5,40
19,6,30
19,7,20
19,8,10
20,1,10
20,2,10
20,3,10
20,4,10
20,5,10
20,6,10
20,7,10
20,8,10
21,1,10
21,2,20
21,3,30
21,4,40
21,5,50
21,6,60
21,7,70
21,8,80
22,1,10
22,2,10
22,3,10
22,4,10
22,5,10
22,6,10
22,7,10
22,8,10
23,1,10
23,2,20
23,3,30
23,4,40
23,5,50
23,6,60
23,7,70
23,8,80
24,1,80
24,2,70
24,3,60
24,4,50
24,5,40
24,6,30
24,7,20
24,8,10
25,1,10
25,2,10
25,3,10
25,4,10
25,5,10
25,6,10
25,7,10
25,8,10
26,1,10
26,2,10
26,3,10
26,4,10
26,5,10
26,6,10
26,7,10
26,8,10
27,1,80
27,2,70
27,3,60
27,4,50
27,5,40
27,6,30
27,7,20
27,8,10
28,1,80
28,2,70
28,3,60
28,4,50
28,5,40
28,6,30
28,7,20
28,8,10
29,1,10
29,2,20
29,3,30
29,4,40
29,5,50
29,6,60
29,7,70
29,8,80
30,1,10
30,2,20
30,3,30
30,4,40
30,5,50
30,6,60
30,7,70
30,8,80
31,1,10
31,2,10
31,3,10
31,4,10
31,5,10
31,6,10
31,7,10
31,8,10
32,1,10
32,2,20
32,3,30
32,4,40
32,5,50
32,6,60
32,7,70
32,8,80
33,1,10
33,2,20
33,3,30
33,4,40
33,5,50
33,6,60
33,7,70
33,8,80
34,1,10
34,2,20
34,3,30
34,4,40
34,5,50
34,6,60
34,7,70
34,8,80
35,1,10
35,2,20
35,3,30
35,4,40
35,5,50
35,6,60
35,7,70
35,8,80
36,1,10
36,2,10
36,3,10
36,4,10
36,5,10
36,6,10
36,7,10
36,8,10
37,1,10
37,2,10
37,3,10
37,4,10
37,5,10
37,6,10
37,7,10
37,8,10
38,1,80
38,2,70
38,3,60
38,4,50
38,5,40
38,6,30
38,7,20
38,8,10
39,1,10
39,2,20
39,3,30
39,4,40
39,5,50
39,6,60
39,7,70
39,8,80
40,1,80
40,2,70
40,3,60
40,4,50
40,5,40
40,6,30
40,7,20
40,8,10
