10,9,24
1,1,100
1,5,70
2,1,70
2,2,50
2,5,30
2,6,100
3,1,70
3,3,70
3,5,100
3,8,30
4,4,70
4,6,70
4,7,70
4,9,10
5,2,10
5,7,50
5,9,100
6,9,70
7,3,50
7,8,10
8,3,10
8,8,10
9,8,100
10,4,10
1,1,80
1,2,70
1,3,60
1,4,50
1,5,40
1,6,30
1,7,20
1,8,10
2,1,10
2,2,10
2,3,10
2,4,10
2,5,10
2,6,10
2,7,10
2,8,10
3,1,10
3,2,20
3,3,30
3,4,40
3,5,50
3,6,60
3,7,70
3,8,80
4,1,80
4,2,70
4,3,60
4,4,50
4,5,40
4,6,30
4,7,20
4,8,10
5,1,10
5,2,10
5,3,10
5,4,10
5,5,10
5,6,10
5,7,10
5,8,10
6,1,10
6,2,10
6,3,10
6,4,10
6,5,10
6,6,10
6,7,10
6,8,10
7,1,10
7,2,10
7,3,10
7,4,10
7,5,10
7,6,10
7,7,10
7,8,10
8,1,10
8,2,20
8,3,30
8,4,40
8,5,50
8,6,60
8,7,70
8,8,80
9,1,10
9,2,20
9,3,30
9,4,40
9,5,50
9,6,60
9,7,70
9,8,80
10,1,80
10,2,70
10,3,60
10,4,50
10,5,40
10,6,30
10,7,20
10,8,10
