300,143,436
1,1,100
2,1,30
2,2,50
3,41,100
4,2,100
5,2,100
6,2,70
7,41,100
7,42,30
8,41,10
9,41,70
9,42,10
9,51,50
10,60,70
11,11,70
12,18,10
13,23,30
14,28,70
15,61,50
16,36,100
17,37,50
18,39,100
19,62,100
20,39,10
21,40,50
22,63,50
23,43,10
24,45,70
25,45,30
26,47,70
27,49,70
28,49,100
28,50,70
29,64,10
30,51,100
30,52,30
31,53,30
32,57,70
33,58,70
34,3,50
35,6,70
36,8,100
37,10,10
38,60,70
39,11,100
40,11,50
41,13,70
42,65,30
43,11,100
43,16,100
44,18,30
44,19,50
44,20,100
45,66,50
46,20,10
47,18,100
47,20,10
48,18,100
48,20,10
49,23,70
50,25,50
51,25,30
52,25,10
53,67,10
54,28,50
54,29,50
55,29,50
56,68,10
57,34,100
58,35,10
59,69,100
59,70,30
60,61,10
60,69,50
61,70,100
62,61,10
62,69,10
63,70,10
64,36,10
64,71,50
64,72,100
65,71,100
65,72,70
66,71,70
66,72,70
67,36,70
68,72,30
69,73,10
70,37,70
70,73,10
71,73,30
72,37,50
72,73,70
73,37,100
74,74,10
75,74,50
76,74,30
77,38,100
77,74,70
78,38,50
79,75,100
79,76,100
80,62,30
80,75,30
80,76,50
81,62,30
82,62,70
83,76,100
84,77,30
84,79,70
85,78,50
86,77,70
86,79,50
87,79,10
88,78,30
89,40,70
89,80,70
90,80,100
91,80,50
91,81,50
92,81,50
93,80,50
93,81,50
94,63,30
94,83,70
95,82,10
95,83,70
96,83,70
97,63,70
98,82,50
98,83,10
99,84,70
100,44,70
101,43,10
101,44,30
102,44,50
103,43,10
103,44,50
103,84,70
104,85,70
105,85,100
106,46,10
106,86,50
107,86,70
108,46,50
108,85,50
108,86,10
109,87,100
110,88,100
110,89,70
110,90,30
111,89,30
112,87,70
112,88,10
112,89,10
113,90,70
114,48,50
115,47,10
116,47,100
116,48,30
117,48,50
118,47,70
118,48,30
119,91,100
120,92,50
121,91,10
121,93,50
122,93,10
123,92,70
123,93,100
124,50,100
125,94,50
126,94,70
127,50,100
128,50,70
128,94,10
129,64,10
129,96,70
130,95,100
131,96,70
132,95,70
133,95,70
134,52,10
134,98,10
135,52,30
136,52,30
136,97,70
136,98,10
137,97,100
137,98,100
138,98,30
139,54,30
140,54,50
140,55,50
140,56,50
141,53,100
141,56,100
142,53,30
142,55,50
143,53,10
143,55,10
143,56,10
144,99,100
144,100,50
145,57,50
145,99,30
145,100,50
146,100,70
147,57,70
148,57,70
148,100,100
149,58,50
149,59,50
149,101,50
150,59,70
151,101,10
152,59,50
152,101,30
153,58,100
153,59,30
153,101,10
154,3,70
154,4,30
155,5,10
156,5,30
157,4,30
158,4,30
159,3,30
159,5,10
160,7,50
160,102,10
161,6,30
162,7,70
162,102,70
163,102,30
164,6,30
164,7,50
164,102,70
165,6,100
165,7,10
166,9,30
167,8,10
168,103,100
169,8,10
169,9,50
169,103,30
170,9,50
171,8,50
171,9,30
172,10,30
173,104,10
174,105,10
175,10,50
175,104,10
176,10,30
176,104,30
176,105,100
177,105,100
178,106,10
179,107,100
179,108,30
180,106,100
180,108,30
181,108,10
182,106,100
183,107,70
184,109,70
185,109,100
186,12,10
186,110,30
187,110,50
188,110,50
189,12,10
190,111,10
190,112,70
191,111,50
191,113,30
192,111,10
193,112,10
193,113,30
194,113,100
195,113,30
196,15,70
197,13,50
197,14,10
198,14,50
199,15,100
200,14,10
200,15,50
201,13,50
201,14,30
202,65,30
202,114,100
203,114,100
204,115,70
205,65,50
206,65,50
206,114,10
207,114,30
207,115,10
208,17,70
209,116,100
210,17,30
210,116,100
211,17,50
212,16,70
212,116,70
213,116,30
214,19,70
214,117,70
215,117,10
216,117,10
216,118,50
217,19,100
217,118,100
218,117,30
219,118,50
220,66,50
220,119,70
221,66,70
221,120,70
222,119,70
223,120,30
224,120,50
225,120,70
226,121,50
227,122,70
227,123,100
228,121,100
228,122,10
229,123,100
230,121,30
231,121,100
232,21,30
232,124,50
233,21,30
233,124,10
234,21,70
234,22,30
235,124,100
236,22,30
237,22,50
238,125,10
239,126,100
240,125,100
241,125,100
241,126,30
242,126,70
243,125,10
243,126,10
244,127,70
244,128,50
245,128,70
246,24,10
247,24,10
247,127,30
248,127,100
249,24,50
249,127,10
250,26,50
250,27,10
250,129,50
251,129,30
252,26,30
252,27,30
253,26,70
253,27,10
253,129,30
254,26,100
255,27,10
255,129,30
256,130,50
257,131,70
258,131,50
258,132,30
259,132,100
260,132,100
261,130,10
261,131,70
261,132,50
262,133,50
262,134,30
262,135,50
263,134,10
263,136,50
264,135,30
265,136,70
266,133,100
266,134,30
266,135,10
267,133,100
267,134,70
267,135,50
267,136,50
268,67,30
268,137,100
268,138,30
269,137,70
270,137,100
271,138,70
272,137,30
273,138,30
274,139,30
275,30,30
276,139,30
277,30,10
278,30,100
279,30,30
280,31,70
281,31,10
281,32,70
282,31,30
282,32,30
283,31,70
284,32,30
285,32,50
286,33,100
287,140,30
288,141,100
289,68,10
290,33,30
290,68,30
291,33,100
291,140,30
291,141,50
292,34,10
292,143,70
293,142,30
294,143,70
