65,35,100
1,1,30
2,1,50
2,2,100
3,1,70
3,12,70
4,2,50
5,2,50
6,2,30
7,12,70
7,13,100
8,12,50
8,14,70
9,12,30
10,3,10
11,3,10
12,3,100
12,5,70
13,3,10
13,7,100
14,8,100
15,8,70
15,9,50
15,11,70
16,8,10
16,9,50
16,11,100
17,8,100
17,11,30
18,16,50
18,17,50
19,17,30
20,17,70
21,16,70
22,18,10
23,18,10
24,18,100
25,13,50
25,18,70
26,15,100
26,19,10
27,19,30
28,14,70
29,14,10
29,15,70
29,19,100
30,20,100
31,20,30
31,21,30
32,20,10
33,21,50
34,22,30
34,23,70
34,24,10
34,25,100
35,23,100
35,24,10
36,22,50
36,24,100
36,25,30
37,24,30
38,25,100
39,4,70
39,27,100
40,26,100
41,26,70
42,4,10
42,26,70
42,27,30
43,27,10
44,28,30
45,5,30
45,6,70
46,6,70
47,5,50
48,28,50
49,29,10
49,30,100
50,29,30
50,30,50
51,29,70
51,30,100
52,7,70
52,29,70
53,30,100
54,31,30
54,33,30
55,32,50
55,33,30
56,31,100
57,33,50
58,31,50
58,32,70
59,34,10
60,35,30
61,35,50
62,34,70
62,35,100
63,34,70
64,10,30
65,10,50
1,1,10
1,2,20
1,3,30
1,4,40
1,5,50
1,6,60
1,7,70
1,8,80
2,1,80
2,2,70
2,3,60
2,4,50
2,5,40
2,6,30
2,7,20
2,8,10
3,1,10
3,2,20
3,3,30
3,4,40
3,5,50
3,6,60
3,7,70
3,8,80
4,1,10
4,2,20
4,3,30
4,4,40
4,5,50
4,6,60
4,7,70
4,8,80
5,1,10
5,2,20
5,3,30
5,4,40
5,5,50
5,6,60
5,7,70
5,8,80
6,1,10
6,2,20
6,3,30
6,4,40
6,5,50
6,6,60
6,7,70
6,8,80
7,1,10
7,2,10
7,3,10
7,4,10
7,5,10
7,6,10
7,7,10
7,8,10
8,1,80
8,2,70
8,3,60
8,4,50
8,5,40
8,6,30
8,7,20
8,8,10
9,1,10
9,2,10
9,3,10
9,4,10
9,5,10
9,6,10
9,7,10
9,8,10
10,1,80
10,2,70
10,3,60
10,4,50
10,5,40
10,6,30
10,7,20
10,8,10
11,1,80
11,2,70
11,3,60
11,4,50
11,5,40
11,6,30
11,7,20
11,8,10
12,1,10
12,2,10
12,3,10
12,4,10
12,5,10
12,6,10
12,7,10
12,8,10
13,1,80
13,2,70
13,3,60
13,4,50
13,5,40
13,6,30
13,7,20
13,8,10
14,1,80
14,2,70
14,3,60
14,4,50
14,5,40
14,6,30
14,7,20
14,8,10
15,1,80
15,2,70
15,3,60
15,4,50
15,5,40
15,6,30
15,7,20
15,8,10
16,1,10
16,2,20
16,3,30
16,4,40
16,5,50
16,6,60
16,7,70
16,8,80
17,1,10
17,2,20
17,3,30
17,4,40
17,5,50
17,6,60
17,7,70
17,8,80
18,1,10
18,2,10
18,3,10
18,4,10
18,5,10
18,6,10
18,7,10
18,8,10
19,1,10
19,2,10
19,3,10
19,4,10
19,5,10
19,6,10
19,7,10
19,8,10
20,1,80
20,2,70
20,3,60
20,4,50
20,5,40
20,6,30
20,7,20
20,8,10
21,1,10
21,2,10
21,3,10
21,4,10
21,5,10
21,6,10
21,7,10
21,8,10
22,1,80
22,2,70
22,3,60
22,4,50
22,5,40
22,6,30
22,7,20
22,8,10
23,1,80
23,2,70
23,3,60
23,4,50
23,5,40
23,6,30
23,7,20
23,8,10
24,1,80
24,2,70
24,3,60
24,4,50
24,5,40
24,6,30
24,7,20
24,8,10
25,1,10
25,2,10
25,3,10
25,4,10
25,5,10
25,6,10
25,7,10
25,8,10
26,1,10
26,2,20
26,3,30
26,4,40
26,5,50
26,6,60
26,7,70
26,8,80
27,1,80
27,2,70
27,3,60
27,4,50
27,5,40
27,6,30
27,7,20
27,8,10
28,1,10
28,2,10
28,3,10
28,4,10
28,5,10
28,6,10
28,7,10
28,8,10
29,1,10
29,2,10
29,3,10
29,4,10
29,5,10
29,6,10
29,7,10
29,8,10
30,1,10
30,2,10
30,3,10
30,4,10
30,5,10
30,6,10
30,7,10
30,8,10
31,1,10
31,2,20
31,3,30
31,4,40
31,5,50
31,6,60
31,7,70
31,8,80
32,1,80
32,2,70
32,3,60
32,4,50
32,5,40
32,6,30
32,7,20
32,8,10
33,1,10
33,2,10
33,3,10
33,4,10
33,5,10
33,6,10
33,7,10
33,8,10
34,1,80
34,2,70
34,3,60
34,4,50
34,5,40
34,6,30
34,7,20
34,8,10
35,1,10
35,2,10
35,3,10
35,4,10
35,5,10
35,6,10
35,7,10
35,8,10
36,1,10
36,2,20
36,3,30
36,4,40
36,5,50
36,6,60
36,7,70
36,8,80
37,1,10
37,2,10
37,3,10
37,4,10
37,5,10
37,6,10
37,7,10
37,8,10
38,1,10
38,2,10
38,3,10
38,4,10
38,5,10
38,6,10
38,7,10
38,8,10
39,1,80
39,2,70
39,3,60
39,4,50
39,5,40
39,6,30
39,7,20
39,8,10
40,1,10
40,2,20
40,3,30
40,4,40
40,5,50
40,6,60
40,7,70
40,8,80
41,1,10
41,2,20
41,3,30
41,4,40
41,5,50
41,6,60
41,7,70
41,8,80
42,1,10
42,2,10
42,3,10
42,4,10
42,5,10
42,6,10
42,7,10
42,8,10
43,1,10
43,2,10
43,3,10
43,4,10
43,5,10
43,6,10
43,7,10
43,8,10
44,1,10
44,2,10
44,3,10
44,4,10
44,5,10
44,6,10
44,7,10
44,8,10
45,1,10
45,2,10
45,3,10
45,4,10
45,5,10
45,6,10
45,7,10
45,8,10
46,1,10
