50,22,66
1,1,10
2,1,70
2,2,30
3,1,100
3,7,50
4,2,30
4,6,100
5,2,70
6,2,50
6,6,10
7,7,30
7,8,70
8,7,10
8,8,50
9,7,30
10,3,70
11,12,100
12,13,50
13,4,70
14,5,30
15,5,70
15,14,100
16,5,100
17,14,70
18,15,70
19,15,30
20,15,50
21,15,70
22,16,50
22,17,70
23,16,30
24,17,70
25,16,100
26,9,100
27,9,10
28,9,70
28,18,30
29,18,100
30,10,10
30,11,50
31,10,70
31,11,100
32,10,70
32,11,70
33,10,50
33,11,10
34,19,30
35,3,100
36,19,10
37,19,30
38,19,30
39,20,100
40,12,30
41,12,100
42,20,100
43,12,70
43,20,100
44,13,30
45,21,100
46,13,100
46,21,10
46,22,50
47,13,10
48,22,100
49,4,70
50,4,10
1,1,10
1,2,20
1,3,30
1,4,40
2,1,40
2,2,30
2,3,20
2,4,10
3,1,10
3,2,10
3,3,10
3,4,10
4,1,10
4,2,10
4,3,10
4,4,10
5,1,10
5,2,20
5,3,30
5,4,40
6,1,10
6,2,10
6,3,10
6,4,10
7,1,10
7,2,20
7,3,30
7,4,40
8,1,40
8,2,30
8,3,20
8,4,10
9,1,10
9,2,10
9,3,10
9,4,10
10,1,40
10,2,30
10,3,20
10,4,10
11,1,10
11,2,10
11,3,10
11,4,10
12,1,10
12,2,20
12,3,30
12,4,40
13,1,10
13,2,10
13,3,10
13,4,10
14,1,10
14,2,10
14,3,10
14,4,10
15,1,10
15,2,10
15,3,10
15,4,10
16,1,10
16,2,20
16,3,30
16,4,40
17,1,10
17,2,20
17,3,30
17,4,40
18,1,40
18,2,30
18,3,20
18,4,10
19,1,10
19,2,20
19,3,30
19,4,40
20,1,40
20,2,30
20,3,20
20,4,10
21,1,10
21,2,10
21,3,10
21,4,10
22,1,10
22,2,10
22,3,10
22,4,10
23,1,40
23,2,30
23,3,20
23,4,10
24,1,40
24,2,30
24,3,20
24,4,10
25,1,40
25,2,30
25,3,20
25,4,10
26,1,40
26,2,30
26,3,20
26,4,10
27,1,10
27,2,20
27,3,30
27,4,40
28,1,10
28,2,10
28,3,10
28,4,10
29,1,10
29,2,20
29,3,30
29,4,40
30,1,10
30,2,20
30,3,30
30,4,40
31,1,10
31,2,20
31,3,30
31,4,40
32,1,40
32,2,30
32,3,20
32,4,10
33,1,10
33,2,10
33,3,10
33,4,10
34,1,10
34,2,10
34,3,10
34,4,10
35,1,40
35,2,30
35,3,20
35,4,10
36,1,40
36,2,30
36,3,20
36,4,10
37,1,10
37,2,10
37,3,10
37,4,10
38,1,10
38,2,20
38,3,30
38,4,40
39,1,10
39,2,20
39,3,30
39,4,40
40,1,10
40,2,20
40,3,30
40,4,40
41,1,10
41,2,20
41,3,30
41,4,40
42,1,10
42,2,20
42,3,30
42,4,40
43,1,40
43,2,30
43,3,20
43,4,10
44,1,10
44,2,10
44,3,10
44,4,10
45,1,40
45,2,30
45,3,20
45,4,10
46,1,40
46,2,30
46,3,20
46,4,10
47,1,10
47,2,20
47,3,30
47,4,40
48,1,10
48,2,10
48,3,10
48,4,10
49,1,10
49,2,10
49,3,10
49,4,10
50,1,10
50,2,10
50,3,10
50,4,10
