7,6,15
1,1,10
1,4,70
2,1,10
2,2,10
2,4,70
2,5,50
3,1,10
3,3,70
3,5,50
3,6,70
4,2,30
5,2,10
6,2,70
7,3,100
7,6,10
1,1,10
1,2,20
1,3,30
1,4,40
1,5,50
1,6,60
1,7,70
1,8,80
2,1,80
2,2,70
2,3,60
2,4,50
2,5,40
2,6,30
2,7,20
2,8,10
3,1,10
3,2,20
3,3,30
3,4,40
3,5,50
3,6,60
3,7,70
3,8,80
4,1,80
4,2,70
4,3,60
4,4,50
4,5,40
4,6,30
4,7,20
4,8,10
5,1,10
5,2,20
5,3,30
5,4,40
5,5,50
5,6,60
5,7,70
5,8,80
6,1,10
6,2,10
6,3,10
6,4,10
6,5,10
6,6,10
6,7,10
6,8,10
7,1,10
7,2,20
7,3,30
7,4,40
7,5,50
7,6,60
7,7,70
7,8,80
