25,11,34
1,1,30
2,1,10
2,2,30
3,1,70
3,5,30
4,2,70
5,7,100
6,8,10
7,5,10
7,6,70
8,5,10
8,6,100
9,5,50
9,6,50
10,3,100
10,9,50
11,9,30
12,3,10
12,9,70
13,9,50
14,10,100
15,10,30
16,10,10
17,7,70
17,10,30
18,4,70
19,4,50
20,4,30
21,4,100
21,8,70
22,11,100
23,11,100
24,11,10
25,11,30
1,1,10
1,2,20
1,3,30
1,4,40
1,5,50
1,6,60
1,7,70
1,8,80
2,1,10
2,2,10
2,3,10
2,4,10
2,5,10
2,6,10
2,7,10
2,8,10
3,1,80
3,2,70
3,3,60
3,4,50
3,5,40
3,6,30
3,7,20
3,8,10
4,1,10
4,2,20
4,3,30
4,4,40
4,5,50
4,6,60
4,7,70
4,8,80
5,1,10
5,2,10
5,3,10
5,4,10
5,5,10
5,6,10
5,7,10
5,8,10
6,1,80
6,2,70
6,3,60
6,4,50
6,5,40
6,6,30
6,7,20
6,8,10
7,1,10
7,2,10
7,3,10
7,4,10
7,5,10
7,6,10
7,7,10
7,8,10
8,1,10
8,2,20
8,3,30
8,4,40
8,5,50
8,6,60
8,7,70
8,8,80
9,1,10
9,2,20
9,3,30
9,4,40
9,5,50
9,6,60
9,7,70
9,8,80
10,1,10
10,2,20
10,3,30
10,4,40
10,5,50
10,6,60
10,7,70
10,8,80
11,1,10
11,2,20
11,3,30
11,4,40
11,5,50
11,6,60
11,7,70
11,8,80
12,1,10
12,2,10
12,3,10
12,4,10
12,5,10
12,6,10
12,7,10
12,8,10
13,1,10
13,2,20
13,3,30
13,4,40
13,5,50
13,6,60
13,7,70
13,8,80
14,1,10
14,2,10
14,3,10
14,4,10
14,5,10
14,6,10
14,7,10
14,8,10
15,1,10
15,2,10
15,3,10
15,4,10
15,5,10
15,6,10
15,7,10
15,8,10
16,1,80
16,2,70
16,3,60
16,4,50
16,5,40
16,6,30
16,7,20
16,8,10
17,1,10
17,2,10
17,3,10
17,4,10
17,5,10
17,6,10
17,7,10
17,8,10
18,1,10
18,2,20
18,3,30
18,4,40
18,5,50
18,6,60
18,7,70
18,8,80
19,1,10
19,2,20
19,3,30
19,4,40
19,5,50
19,6,60
19,7,70
19,8,80
20,1,10
20,2,20
20,3,30
20,4,40
20,5,50
20,6,60
20,7,70
20,8,80
21,1,10
21,2,10
21,3,10
21,4,10
21,5,10
21,6,10
21,7,10
21,8,10
22,1,10
22,2,10
22,3,10
22,4,10
22,5,10
22,6,10
22,7,10
22,8,10
23,1,10
23,2,10
23,3,10
23,4,10
23,5,10
23,6,10
23,7,10
23,8,10
24,1,10
24,2,10
24,3,10
24,4,10
24,5,10
24,6,10
24,7,10
24,8,10
25,1,10
25,2,20
25,3,30
25,4,40
25,5,50
25,6,60
25,7,70
25,8,80
