20,7,26
1,1,30
2,1,70
2,2,10
3,1,70
3,6,30
4,2,10
4,3,30
5,2,100
5,4,100
6,2,10
6,5,10
7,6,30
7,7,50
8,7,50
9,6,50
10,3,70
11,3,10
12,3,70
13,3,70
14,4,30
15,4,10
16,4,10
17,4,30
18,5,70
19,5,50
20,5,70
1,1,80
1,2,70
1,3,60
1,4,50
1,5,40
1,6,30
1,7,20
1,8,10
2,1,80
2,2,70
2,3,60
2,4,50
2,5,40
2,6,30
2,7,20
2,8,10
3,1,10
3,2,10
3,3,10
3,4,10
3,5,10
3,6,10
3,7,10
3,8,10
4,1,10
4,2,10
4,3,10
4,4,10
4,5,10
4,6,10
4,7,10
4,8,10
5,1,10
5,2,10
5,3,10
5,4,10
5,5,10
5,6,10
5,7,10
5,8,10
6,1,80
6,2,70
6,3,60
6,4,50
6,5,40
6,6,30
6,7,20
6,8,10
7,1,10
7,2,10
7,3,10
7,4,10
7,5,10
7,6,10
7,7,10
7,8,10
8,1,10
8,2,20
8,3,30
8,4,40
8,5,50
8,6,60
8,7,70
8,8,80
9,1,80
9,2,70
9,3,60
9,4,50
9,5,40
9,6,30
9,7,20
9,8,10
10,1,80
10,2,70
10,3,60
10,4,50
10,5,40
10,6,30
10,7,20
10,8,10
11,1,10
11,2,10
11,3,10
11,4,10
11,5,10
11,6,10
11,7,10
11,8,10
12,1,10
12,2,10
12,3,10
12,4,10
12,5,10
12,6,10
12,7,10
12,8,10
13,1,10
13,2,20
13,3,30
13,4,40
13,5,50
13,6,60
13,7,70
13,8,80
14,1,80
14,2,70
14,3,60
14,4,50
14,5,40
14,6,30
14,7,20
14,8,10
15,1,10
15,2,20
15,3,30
15,4,40
15,5,50
15,6,60
15,7,70
15,8,80
16,1,10
16,2,10
16,3,10
16,4,10
16,5,10
16,6,10
16,7,10
16,8,10
17,1,10
17,2,10
17,3,10
17,4,10
17,5,10
17,6,10
17,7,10
17,8,10
18,1,80
18,2,70
18,3,60
18,4,50
18,5,40
18,6,30
18,7,20
18,8,10
19,1,80
19,2,70
19,3,60
19,4,50
19,5,40
19,6,30
19,7,20
19,8,10
20,1,10
20,2,10
20,3,10
20,4,10
20,5,10
20,6,10
20,7,10
20,8,10
